"","baseMean","lgFC_LcDC_vs_CD3_CD28","lfcSE","stat","pvalue","padj"
"Usp25",309.473284202557,-2.21777368751774,0.148824842213475,-14.9019051828495,3.20314020567876e-50,4.01994095812685e-48
"Nsmaf",103.685735421342,-2.47727367902349,0.166546542039714,-14.8743627377911,4.83567577708781e-50,6.02172834753012e-48
"Batf",316.118328597824,2.08333924037088,0.140276529459075,14.8516594216047,6.78676576882046e-50,8.38635425464092e-48
"Rbm43",90.7801350297967,-2.19238858989539,0.147642464568122,-14.8493090812896,7.02893401309605e-50,8.61929740354008e-48
"Psme2",1758.21237216882,-1.74253084657778,0.117417474860874,-14.8404728396899,8.01887435886177e-50,9.75872709854208e-48
"Stat2",621.782638371567,-2.2257630177403,0.150109116966119,-14.827633808829,9.70955782670681e-50,1.17273937540014e-47
"Carmil1",47.9201793328578,-4.49538040235132,0.303384685313862,-14.8174269169213,1.13031922384705e-49,1.35503343372231e-47
"Slfn5",148.861450258259,-6.00140982545228,0.407057046019219,-14.7434122173847,3.39203896086394e-49,4.03627510128284e-47
"Gbp9",189.996169425029,-3.13491392962235,0.212760510087142,-14.7344727098951,3.87207738054081e-49,4.54999721068953e-47
"Ifi47",708.217762457163,-3.80179272073406,0.258022820640939,-14.7343274183666,3.88041345782162e-49,4.54999721068953e-47
"Npepps",681.927007175513,1.80654936248598,0.122735556618266,14.7190383313675,4.86529851722036e-49,5.66348952033535e-47
"Slfn1",281.249679023074,-2.69301489029418,0.18390573175836,-14.6434527327981,1.48339809767422e-48,1.71433863604595e-46
"Aldh1b1",61.5371567470557,-4.05999719576382,0.27806038159718,-14.6011350931879,2.76208001427869e-48,3.16928952495521e-46
"Tnfrsf9",252.130163509789,-2.74013206412842,0.187981245015837,-14.5766247260335,3.95597648853497e-48,4.50700753984579e-46
"6530402F18Rik",99.4869785513479,3.56722258247147,0.244755129991445,14.5746590994688,4.07149948618714e-48,4.60595547507819e-46
"Mov10",144.596328792858,-2.54261717603955,0.17449355730999,-14.5714100579803,4.26985832161171e-48,4.79657371177416e-46
"Phf11c",106.327753337396,-3.87179287396528,0.266672364466259,-14.5189130554064,9.19568116412487e-48,1.02582932097571e-45
"Anxa3",285.106903043172,2.28407296839158,0.157395178477068,14.5117086208862,1.02144182056225e-47,1.131616648656e-45
"Nr4a3",89.1693475439463,-4.13825688668913,0.285350388703144,-14.5023698951195,1.17038201079681e-47,1.28774086448218e-45
"Ifi208",85.9239421615774,-4.71632097550969,0.325533963352269,-14.4879536590965,1.44380383028255e-47,1.57777311086115e-45
"Ddx24",550.801688368396,-1.29253871103373,0.089400799665472,-14.4577980943154,2.23844870270128e-47,2.42962432163469e-45
"Psmb9",603.856498188777,-1.93667992029546,0.134085186815349,-14.4436530708086,2.74878397465646e-47,2.96352119254237e-45
"Eif3g",1030.28599163017,-0.925834110246684,0.0641807101254944,-14.4254264004928,3.58050228073579e-47,3.83447924251598e-45
"Serpina3g",671.745598383982,-2.11590266533067,0.147006602177198,-14.393249241828,5.70513535998188e-47,6.06935724653967e-45
"Plxnd1",182.703805076878,2.67734228824375,0.186099267259092,14.3866353031702,6.27765304472966e-47,6.63448805990377e-45
"Parp10",300.014856824044,-2.13053991781484,0.148122957235093,-14.3835902117007,6.56012633484015e-47,6.88770388515504e-45
"Gclm",953.656910605191,2.4641935752759,0.171578475845819,14.3619038642716,8.97279150641825e-47,9.35967030903265e-45
"Klrk1",57.294909715452,-4.31047014775868,0.300680617529853,-14.3357100406737,1.30900858615698e-46,1.35663960825973e-44
"Irak3",166.484761974063,2.90835720647165,0.20302419247897,14.3251755909479,1.52342561721861e-46,1.56873776378204e-44
"Adam8",565.581084925958,1.57151578356685,0.109738990030445,14.320487031372,1.62977044706888e-46,1.66755620775252e-44
"Cd8a",301.091834620033,-3.07937948163614,0.215809656866263,-14.2689605569616,3.41632711603937e-46,3.47341005013016e-44
"Cd27",164.850744154809,-2.87151001738105,0.201271114869294,-14.2668758964534,3.51997717005922e-46,3.55628385281958e-44
"Sidt1",63.8346367972331,-3.23229287790245,0.226770877985556,-14.2535624795188,4.25983909607235e-46,4.27687845245664e-44
"Arap3",155.580371385995,2.6613505973226,0.187996058803148,14.1564169710032,1.70466726203273e-45,1.70085558368284e-43
"Snca",185.320389849556,-5.60245950090187,0.396099288492548,-14.1440786784127,2.03159923742337e-45,2.01454383641785e-43
"Trim30d",52.0166500876857,-3.83149519623466,0.272132513544706,-14.0795201070497,5.07532652013195e-45,5.00184326499385e-43
"Hbb-bt",13309.3073301189,-6.13953739107511,0.436485207929632,-14.0658544196643,6.15746592639298e-45,6.03131296594981e-43
"Crem",119.271119850052,-2.40606660898145,0.171136333286042,-14.0593558526224,6.74977827918814e-45,6.57142050162899e-43
"Mndal",316.501633283915,-4.3265036150527,0.310436843302176,-13.9368238931657,3.7840858044657e-44,3.66190086523717e-42
"Cd6",70.3419468371359,-3.04289899080328,0.218387138819979,-13.9335082058637,3.96396396784606e-44,3.81300102871133e-42
"1600014C10Rik",276.611845955496,-2.59016738369911,0.186063362622336,-13.9208888154759,4.72985368089511e-44,4.52264104344637e-42
"Stat1",2132.98513068461,-2.09736505669366,0.151170487933367,-13.8741700537352,9.08384312348497e-44,8.63448851690311e-42
"Ifi204",185.463061273633,-4.74810880021227,0.342955758797248,-13.8446685276957,1.37011311211266e-43,1.29467629605751e-41
"Tnfsf8",42.5804628017266,-4.92494206103131,0.356133556951521,-13.8289188561406,1.70564768180055e-43,1.60231136610783e-41
"Oas2",221.130580506762,-3.13978968499479,0.22855428250428,-13.7376103855591,6.04378433949283e-43,5.64461346683796e-41
"Slpi",860.58424205687,3.37489327183969,0.246375114322603,13.6981905868164,1.04085864254662e-42,9.66494406582019e-41
"Gdf15",129.654440949978,5.05844535783086,0.369880014854674,13.6759088209141,1.41429141605708e-42,1.30569984526097e-40
"Tapbpl",236.12779128894,-1.81712470305592,0.133617671394161,-13.5994339977348,4.03544280710829e-42,3.70430590019357e-40
"Camk1",171.820773921393,3.46975718130278,0.255766413380662,13.5661173624806,6.3602989648178e-42,5.80521832788825e-40
"Tnip1",419.585921578393,1.65087606417243,0.121934117419941,13.5390824086322,9.19300584222491e-42,8.34330202539553e-40
"Shisa5",2656.71306424077,-2.17406356215775,0.160885823412407,-13.513083477746,1.30920912909188e-41,1.18152446346809e-39
"Wdr18",228.339396384602,-1.39206321556774,0.103221104241559,-13.4862267343121,1.88503840164761e-41,1.69169032871884e-39
"Coq2",158.651592503499,-1.54029975701085,0.114276583821233,-13.4786997082482,2.08753375490151e-41,1.8630079021521e-39
"Naaa",183.061775874977,-2.37660268082823,0.177527886322856,-13.3872076666653,7.18308720002595e-41,6.37508910393463e-39
"Serpinb2",537.880406018892,2.89744491114614,0.216442392860491,13.3866793508132,7.23435230522468e-41,6.38530963907304e-39
"Abtb2",116.538643717284,-1.9569011776825,0.146558707396429,-13.3523364967272,1.14791077964348e-40,1.00765239148595e-38
"Ifit1",332.467311070648,-4.50642057851083,0.338681996743273,-13.3057576778336,2.14309513687435e-40,1.87101523254073e-38
"Ogfrl1",361.533963786976,-1.59995411930722,0.120317573610703,-13.2977591825779,2.38509715683596e-40,2.07103787715745e-38
"Inpp5j",105.564575022008,2.65941217858223,0.200183591434431,13.2848659549267,2.83365428217723e-40,2.44730227897285e-38
"Ifi203",273.783155505903,-3.27381652002119,0.246941605903364,-13.2574521334502,4.08541445647599e-40,3.50952394806579e-38
"Dtx3l",112.731357170774,-2.74037067937687,0.20713998863312,-13.2295588961846,5.92339785419669e-40,5.0613544217987e-38
"Chac1",62.1999184092056,2.62714746952957,0.19863183919502,13.2262152944684,6.19281030734741e-40,5.26356109932428e-38
"Adar",349.147191934918,-1.54441680623105,0.117013168857002,-13.1986580768394,8.93118825631648e-40,7.55108463944568e-38
"Il15ra",141.526919070653,-2.39173232999977,0.181264508175029,-13.1947084075075,9.4118349509494e-40,7.91579668335347e-38
"Ablim1",443.729687230963,-1.47484420655263,0.112007923018306,-13.1673203717169,1.3531558316881e-39,1.13214037917905e-37
"Ccl6",2270.82137541036,3.085009849875,0.234539818756545,13.1534588294249,1.62564435959581e-39,1.35307518096099e-37
"Parp11",108.1631093731,-2.21596440426338,0.168702992494173,-13.1352999226728,2.06670959272584e-39,1.71041220955985e-37
"Stxbp5",74.9210713788479,2.49295595405456,0.189795604685646,13.1349509288352,2.07625984103692e-39,1.71041220955985e-37
"Pttg1",214.83424942159,-2.32741962591734,0.177821738205082,-13.0884989057588,3.83104263071259e-39,3.13989126631464e-37
"Rgs16",28.5898315408004,-3.82098970804021,0.292440772421656,-13.0658583493649,5.15993104981242e-39,4.20757017178613e-37
"Mt1",575.168710696341,2.8102158947133,0.215288510173411,13.0532553383816,6.0888973003813e-39,4.94000233501643e-37
"Cyb561a3",429.200785029466,-1.13576545690318,0.0871543580595516,-13.0316542074365,8.0835898680081e-39,6.52536621304935e-37
"Cd5",50.4285072837354,-2.76555438605427,0.212278805468602,-13.0279345596907,8.48741530685814e-39,6.81709197446846e-37
"Zcchc2",191.766289965605,-2.40227393868363,0.184421640421903,-13.0259872604317,8.70675948146282e-39,6.95847683135417e-37
"Sgcb",39.358653261634,-4.17679521048898,0.321443286035406,-12.9938791442946,1.3253527669692e-38,1.0539835073561e-36
"Gas7",61.0172610640742,3.04629157152791,0.23480515470727,12.9736997270171,1.72498827710093e-38,1.36503505829307e-36
"Abcc5",123.76307872569,1.84209999220761,0.142243744760562,12.9503057959308,2.34019998959061e-38,1.84279277611684e-36
"Tbc1d31",62.1696469196993,3.03356997937884,0.234738971736961,12.9231629368222,3.33159149973317e-38,2.61066760252262e-36
"Gsr",553.803880710889,2.90600882528232,0.225184432667293,12.9050165273898,4.21725007275277e-38,3.28863617323789e-36
"Ebi3",312.54432457893,2.31521832287578,0.180206734254403,12.8475682801472,8.87566265711422e-38,6.88785724269966e-36
"Ptgir",91.7461092834767,3.48087569498292,0.271081259180105,12.8407094813967,9.6981590432186e-38,7.48996283030114e-36
"Cd40",340.691248295067,-1.82879210867056,0.14249522076908,-12.8340592673925,1.0567881586138e-37,8.12260525357518e-36
"Rsad2",163.533633757344,-5.17263492053265,0.404634865711328,-12.7834632130363,2.02832518125539e-37,1.55157217674698e-35
"Trbc1",638.355414505303,-2.34534639133116,0.183517366324034,-12.7799697560503,2.12152010886218e-37,1.61517057008351e-35
"Apobec3",1362.80875427788,-1.23154516532959,0.0964511352544924,-12.768591702732,2.45557123179458e-37,1.86067435224284e-35
"Ankfy1",257.614291483048,-1.28236469133301,0.100569361426117,-12.7510473681897,3.07584767996977e-37,2.31973789347579e-35
"Alas2",328.991788054958,-6.15880967206538,0.483326765843218,-12.7425379832227,3.43050504224127e-37,2.57512303731606e-35
"Irgm1",1106.0862234036,-3.4000654712265,0.267051696250629,-12.7318624781755,3.9334293232044e-37,2.93891203013747e-35
"Trim21",97.4276054436458,-2.57986047927441,0.202989032365488,-12.7093589698447,5.24627266786125e-37,3.90167241372792e-35
"Sell",617.824587668879,-2.26185840856976,0.178376837265021,-12.6802248725221,7.61131906192967e-37,5.63448061801098e-35
"Zup1",154.731777184652,-2.61201714950949,0.206246175105879,-12.6645604369079,9.29394896575095e-37,6.8485319351295e-35
"Gpr18",261.374685303335,-2.05914151186299,0.162712407478712,-12.6550983036274,1.04844257882045e-36,7.69049387496423e-35
"Vps37b",444.022047928512,-1.49449578268944,0.118339307959481,-12.6289041947174,1.46301386695924e-36,1.06826612540151e-34
"Trib3",97.4667183627537,3.48737496719815,0.276808105806605,12.5985290677674,2.15118873080874e-36,1.56365139238514e-34
"Eomes",30.0922745825201,-5.16352645714852,0.40992353122988,-12.5963162974728,2.21238096580027e-36,1.60088683939709e-34
"Nedd4",316.634093126389,1.81493071471534,0.144524467426251,12.5579477789218,3.59537563336413e-36,2.58996027687719e-34
"Cyb5a",268.293720834127,1.80328862881862,0.143732042538242,12.5461838360701,4.17133418821588e-36,2.99144251783481e-34
"Ncl",2645.34831534497,-1.20180319352879,0.0959184267576024,-12.5294297889799,5.15318379994379e-36,3.67914420276875e-34
"Oasl2",340.023720170438,-3.21113838459225,0.256551907241485,-12.5165250927942,6.0631998971482e-36,4.30970102423844e-34
"Gart",263.26260349161,-1.24742399232857,0.0998434652683587,-12.4937970549775,8.07078239597369e-36,5.71141182418156e-34
"Ly86",878.800322985991,-2.22304891488406,0.178218036902322,-12.4737594102356,1.03810400431765e-35,7.31408014270119e-34
"Ifi213",56.8138151536529,-4.59290790025988,0.369119228017218,-12.4428844439544,1.52881596354181e-35,1.07244103224173e-33
"St6galnac4",107.628323826029,-2.42318698349398,0.194801908552971,-12.4392363580722,1.60026488708561e-35,1.11768065852797e-33
"Ctsc",612.913284861567,-2.16846941076059,0.17478750212822,-12.4063184401472,2.41504437939366e-35,1.67944904374804e-33
"Il2ra",56.3925882564915,-2.91855048433417,0.236030016791603,-12.3651666173927,4.03374043991323e-35,2.79301751839509e-33
"Ddit4",159.775352247201,2.73552149629431,0.22154317352733,12.3475774619472,5.0200388255807e-35,3.46102590961924e-33
"Creg1",806.435733549492,2.06257410642872,0.167143529261013,12.3401373391355,5.50618804041228e-35,3.77997455902491e-33
"Cmtm6",441.744967994397,-1.60306297411939,0.129912972254656,-12.3395142632643,5.54896296099697e-35,3.79312940448746e-33
"Crtam",23.9320236567581,-5.34124166715075,0.432918873957662,-12.3377426775648,5.67239681724699e-35,3.86107552848541e-33
"Mitd1",143.643950187021,-1.85682348966693,0.150605465893458,-12.3290577712531,6.31811802228565e-35,4.28245771772138e-33
"Mettl1",144.796673222678,-1.36117749173675,0.110585003867739,-12.3088795417933,8.11418229487188e-35,5.47673211700932e-33
"Itm2a",36.4457730522691,-3.71044241934503,0.301599976621063,-12.3025288692476,8.77820902453665e-35,5.90013178954631e-33
"Slamf8",31.4090692281075,-4.92210651752071,0.40019171698185,-12.299371297942,9.12818552965386e-35,6.10979884784831e-33
"Nmral1",73.7834928571533,-2.91525469050238,0.237321303976613,-12.2839991254627,1.10402912965149e-34,7.35897258868113e-33
"Crlf2",578.846595876936,-1.31047083849016,0.106692012247838,-12.2827455484299,1.12127365513441e-34,7.44303305623104e-33
"Rbpms",131.950782077941,2.41754576926699,0.197097468144634,12.2657373127338,1.38347201873224e-34,9.14571790490319e-33
"Irf2",547.809600600364,-1.90822306259065,0.15566958964918,-12.2581620912026,1.51906210198715e-34,1.00009072157056e-32
"Txndc17",503.873505357793,-1.19087707275919,0.0973035144530216,-12.2387878737324,1.92891771020122e-34,1.26474016721112e-32
"Tmem184b",220.667311686183,-2.00867898184033,0.165281942150227,-12.1530456122945,5.52676960217086e-34,3.60902548330377e-32
"Ifih1",178.004215976905,-3.46183634052796,0.285167872260669,-12.1396436179302,6.51089957636522e-34,4.23445711719558e-32
"Herc6",40.9488170045353,-4.45052043584025,0.366644259955384,-12.1385247825285,6.60053182357603e-34,4.27544125862603e-32
"Orai2",137.98421953247,1.7649700991455,0.145499583430037,12.1304134179476,7.28805712933369e-34,4.70182127412114e-32
"Irgm2",131.570554234353,-3.78148084688263,0.311870006685586,-12.1251828191832,7.7686644180922e-34,4.99183300848932e-32
"Tmem229b",155.856013894356,-2.00987593860729,0.165772488161979,-12.1243033804464,7.85250670708469e-34,5.0256042925342e-32
"Rin3",321.585397704686,1.87772138772665,0.154921266105356,12.1204882643399,8.22675564424263e-34,5.24423026464737e-32
"Car1",67.5371537682932,-5.97343830898803,0.493729672711198,-12.098600993913,1.07426327454164e-33,6.82093487835453e-32
"Sla",206.949855489887,-1.69511812670597,0.140128869537125,-12.0968515075109,1.09739875280488e-33,6.94039904136127e-32
"Slc28a2",125.722615959417,-2.03224984253957,0.168079734319502,-12.0909867615359,1.17862545528826e-33,7.42487816225515e-32
"Il15",67.1783372512152,-2.65236993654405,0.219702182245385,-12.0725698281031,1.47456399506849e-33,9.25288906905479e-32
"Sh3bp2",227.554738249103,-2.07828017758635,0.172882096082893,-12.0213730899576,2.74373769951809e-33,1.71499620253146e-31
"Ifit2",498.291229525901,-6.42386730207298,0.53615164172512,-11.9814373437402,4.44548556156317e-33,2.7679178318198e-31
"Slc48a1",372.734987723603,2.07280557020215,0.173520639001328,11.9455851599664,6.84667694261771e-33,4.24652580718961e-31
"Cln3",214.349399400761,2.09951434962009,0.175966598947212,11.9313231157575,8.12713614732846e-33,5.02131981041094e-31
"Arel1",151.05777274364,-1.32550596515951,0.11112278293977,-11.9283006607021,8.42763204317416e-33,5.18702992879501e-31
"Dnmt3l",39.7207106003214,4.78147236458437,0.40101588419359,11.9233989301933,8.93859634717212e-33,5.48051953133485e-31
"Alox5ap",746.350579025103,2.15146949127265,0.180665870663406,11.9085551873879,1.06811981104371e-32,6.52405956068678e-31
"Psph",299.247065703759,1.3990569601101,0.117628439929402,11.8938664913841,1.27370574504395e-32,7.75030647287352e-31
"Ptpn12",131.034316428728,1.66092472268086,0.139661683728013,11.8924867461534,1.29492728258294e-32,7.84970259147633e-31
"Gbp5",148.50528781993,-3.19838733181585,0.269410460465235,-11.8718008435629,1.65858445893901e-32,1.00163536648106e-30
"Thbs1",1293.95843944129,3.43837165132286,0.290036410119798,11.8549655538167,2.02807609757644e-32,1.22018780642202e-30
"Nfatc1",299.526735373463,-1.67888408219545,0.141792381906186,-11.8404392367585,2.41186498089456e-32,1.44567906914516e-30
"Prdx6",891.401688176507,1.67328922361118,0.141355751910495,11.8374328670451,2.49988056444952e-32,1.49286547908242e-30
"Utp20",94.9990664053607,-1.66364881940568,0.140575771866378,-11.8345344814257,2.58775240878867e-32,1.53961684054745e-30
"G0s2",108.836208957745,3.37337283770159,0.285494459645764,11.8158959788123,3.23086013487762e-32,1.91514897441602e-30
"Trim30c",26.1185109661999,-5.52993858851797,0.468152570269528,-11.8122572419804,3.37380251160909e-32,1.99252807156208e-30
"Gbp7",247.033062055137,-3.36352827356429,0.284847300781519,-11.8081802577591,3.54143124668659e-32,2.08386635702467e-30
"Fscn1",1116.12982100654,2.20604968999893,0.186859621545166,11.8059197153286,3.63791273875241e-32,2.13282592099703e-30
"Psmg4",265.229439545721,-1.31989786115878,0.111826345349226,-11.8031029006343,3.76179609602458e-32,2.1974360904196e-30
"Ptgs1",104.501849439999,3.40313329275202,0.288449113726826,11.7980369181336,3.99523081521615e-32,2.32534013824754e-30
"Insl6",87.5413518474468,-2.4610970514136,0.208690313725919,-11.7930583718699,4.23863906845169e-32,2.45810462078007e-30
"Nudt19",113.134469910775,-1.46823949939874,0.124596778476503,-11.7839282632466,4.72390692622547e-32,2.72967053463619e-30
"Gbp4",55.6305493818072,-3.59019647053339,0.305158701956742,-11.7650142287023,5.91163789230901e-32,3.40374735132803e-30
"Tmem43",100.056545102584,1.66989727333863,0.14199253809471,11.7604579490283,6.23949462353708e-32,3.5796872011607e-30
"Alas1",841.225391757035,2.1759919349697,0.18551426571542,11.7295126958467,8.99751666314165e-32,5.14363372514973e-30
"Ifi206",173.934052077356,-4.58845387984053,0.391348789768929,-11.7247171827202,9.52185164306705e-32,5.42407889341238e-30
"Kdr",27.4646339981498,-5.23286256711158,0.446890124159215,-11.7095059483732,1.1394160750714e-31,6.46769605298479e-30
"Ezr",816.940782445795,-1.26361037677271,0.107991921872664,-11.7009712843398,1.26002939854991e-31,7.12715220362877e-30
"Shmt1",99.7713961312246,-1.61743525925621,0.138278582200672,-11.6969326233687,1.32144191403674e-31,7.44829575687235e-30
"Cluh",182.20759910087,-1.51306862725531,0.129466131472491,-11.6869841559822,1.48569017862283e-31,8.34479966062835e-30
"Fubp1",288.171843682333,-1.19395081317064,0.102284930321501,-11.6727929463102,1.75563216118193e-31,9.82664635443432e-30
"Pf4",615.266860013329,3.10536994743636,0.266307990162039,11.6608215380502,2.02083070586873e-31,1.12717446038456e-29
"Hsph1",225.72108053026,-1.48522760191236,0.127408476271515,-11.6572118698543,2.10833609562444e-31,1.17191387682045e-29
"Cd160",25.0820438920668,-4.71781356838616,0.405705488146218,-11.6286658825918,2.9466682354967e-31,1.63225098396617e-29
"Stxbp3",252.451831742919,-2.1004464817391,0.180805704234978,-11.6171472057614,3.37208922525927e-31,1.86148595582697e-29
"Cebpe",262.305013797617,2.27977409503161,0.196408540438821,11.6073063316803,3.78347270369119e-31,2.07523497806696e-29
"Serpina3f",192.020136003035,-2.95449141289889,0.254538036872429,-11.6072687964496,3.78513351950709e-31,2.07523497806696e-29
"Iigp1",97.4829242783458,-4.74934355800073,0.409185762891218,-11.6068152626888,3.80525825683263e-31,2.07917240264488e-29
"Oas1b",69.0134398781037,-2.50316885079292,0.215842552236531,-11.5971981653081,4.25791040640804e-31,2.31861263622165e-29
"Sort1",108.612923783318,3.12272408618397,0.269420090271444,11.5905390835471,4.6022677083101e-31,2.49766312386127e-29
"Phc2",389.097694255929,-1.17326185604531,0.101298824930646,-11.5821862380791,5.07354009911319e-31,2.74415313643617e-29
"Trim26",178.118534935933,-1.52099476199953,0.131349068783324,-11.5797909805405,5.21731092211372e-31,2.81244572660519e-29
"Stat3",668.323978642007,-1.22096565082212,0.105705196868421,-11.5506681506109,7.324875466222e-31,3.9353444645281e-29
"Mxd4",141.201199422546,1.84662386283401,0.15989621522411,11.5488903864659,7.4779645295542e-31,4.00420074009195e-29
"Ptov1",138.439732428133,1.76925432185695,0.153422803828244,11.5318862496974,9.11249985273964e-31,4.86322915728935e-29
"Aff3",93.1562599399342,-2.23023689204478,0.193483831953796,-11.5267351774248,9.67432715631757e-31,5.14597322645978e-29
"Arl11",66.7517154844848,3.5108958938956,0.305209861075147,11.5032190687678,1.27085584756376e-30,6.73763311394857e-29
"Zc3hav1",336.687191392901,-1.25557868861536,0.109285467410748,-11.4889812741184,1.49868806452894e-30,7.91938324624764e-29
"Bcl9",55.9178433512113,-2.34541085888664,0.204268768177632,-11.4819846411718,1.62506867770785e-30,8.55905024219636e-29
"Ifit1bl1",103.85088148567,-5.12574756704194,0.446960009950241,-11.4680227602746,1.909729518758e-30,1.00254558788655e-28
"Nkg7",223.859281837932,-3.00120009236865,0.262011840213674,-11.4544445393045,2.23390707370786e-30,1.16890824860075e-28
"Zfp513",177.555044083106,-1.42985358530574,0.124930839239842,-11.4451611307975,2.48642060975324e-30,1.29681365828169e-28
"Nmi",239.353418523189,-3.58406075648973,0.313411438926224,-11.4356411775174,2.77479295520124e-30,1.44253314020559e-28
"Eeig1",192.264161417389,-1.65056181260629,0.144581106297265,-11.4161653266967,3.47218712405163e-30,1.7992649664763e-28
"Znrf1",325.792895586793,1.56678568602384,0.137280594238967,11.4130164915844,3.60023505045647e-30,1.85961980226794e-28
"Atp6v0a1",212.910499135332,2.08778909961255,0.183039178089722,11.4062416658643,3.89184124888806e-30,2.00379928917109e-28
"Arrb2",440.132924655974,2.27898438500281,0.199807361659179,11.4059080009784,3.90679365690341e-30,2.00507135158135e-28
"Gm20559",139.477172941828,-2.47873608955319,0.21777976677441,-11.3818474795265,5.14970793436807e-30,2.63455121839773e-28
"Pi4k2a",157.29422087249,-1.37265636008961,0.120655782057205,-11.3766314111562,5.46708985512022e-30,2.78804226770321e-28
"Fgl2",115.801897512356,-3.37498318243793,0.297025329731999,-11.3626106752684,6.41970203224809e-30,3.26348396981118e-28
"Chst12",160.378277435888,1.89329953449346,0.166806508492215,11.3502737489516,7.39308721911457e-30,3.74645277879674e-28
"Bbx",246.791190890749,-2.50604435287071,0.220920642960059,-11.343640500466,7.97561233221375e-30,4.0289382548642e-28
"Gypc",186.727858781301,-1.39846161085223,0.123434287177721,-11.3296041385868,9.36269283758183e-30,4.7148055718782e-28
"Axl",206.738186688655,-1.74675571568741,0.154449584174072,-11.3095527257537,1.17687916195831e-29,5.90793339303073e-28
"Acat2",64.8748262754085,2.33674170572286,0.206814465258003,11.2987343646768,1.33122698927142e-29,6.66194092076514e-28
"Gypa",82.6788929314012,-6.79501037138949,0.60195994773111,-11.2881436663702,1.50174848389681e-29,7.49195268488148e-28
"Ankrd33b",83.7315208084672,2.03612364287637,0.180401773699217,11.2866054536203,1.52825519016566e-29,7.6005855649601e-28
"Pafah1b3",222.808019370634,-1.30577651502508,0.115774126791663,-11.2786556997734,1.67282658943019e-29,8.29391553475513e-28
"Renbp",125.265123066566,1.95420594791782,0.17347152300598,11.2652838578609,1.94723433358196e-29,9.62472994912633e-28
"Timm10",151.163400918772,-1.23786487628017,0.109954741006308,-11.2579490884268,2.11626523727277e-29,1.04281241630521e-27
"Dnase2a",117.186696517967,1.89977461631759,0.16898338594294,11.2423751347904,2.52496103596717e-29,1.2403967609106e-27
"H2-K1",8165.47923252607,-0.827353214476411,0.0735998527866795,-11.2412346377159,2.55779812982457e-29,1.25269723041164e-27
"Zc3h7a",363.959517315523,-0.929848374333844,0.0827286976007514,-11.239731813757,2.60171517613138e-29,1.27033290545211e-27
"Rpl13a",675.257104392077,1.12120511815653,0.0998865840809326,11.2247818710877,3.08145898385472e-29,1.50001688232249e-27
"Ncf2",481.583201101928,1.48628727192644,0.132490712479509,11.2180487530876,3.32526425381248e-29,1.61380800523395e-27
"Sec11c",802.577630623615,0.759008471353683,0.0676792952588072,11.2147809525973,3.45039609681811e-29,1.66949285841223e-27
"Ltv1",183.692773689984,-1.45274429174458,0.129545334224939,-11.2141768782045,3.47403400370734e-29,1.67588234941606e-27
"Sp110",438.164466596663,-2.421903844972,0.216165279796088,-11.2039447188587,3.89973349046359e-29,1.87560834703015e-27
"Dll4",43.8496768101994,4.63504334112301,0.414534112689777,11.1813315219047,5.03291264479694e-29,2.4133942903289e-27
"Cbl",273.456405708716,1.08540366966199,0.09709068136308,11.1792775004124,5.1507603593237e-29,2.46255400036238e-27
"Idh1",99.9276364106632,2.69156804041251,0.241163275754818,11.160770776513,6.34391551711569e-29,3.02399581207556e-27
"Egln3",69.8686780589587,3.17401259900915,0.284562983672989,11.1539897355611,6.8466069157169e-29,3.25396134597859e-27
"Dck",205.244439540406,-1.89398219431141,0.169975283543505,-11.1426917774587,7.77337480592104e-29,3.68352486378512e-27
"BC147527",25.0319393062617,-4.58933998993087,0.41223246938395,-11.1328930416114,8.67726878733284e-29,4.09975428822691e-27
"Zfp704",40.1141300701644,2.86579451134388,0.257448479915797,11.131526246654,8.81137185741447e-29,4.1509054990471e-27
"Rnf19b",897.164439997086,-1.10941409655993,0.0998355383585429,-11.1124166283919,1.09164545104887e-28,5.1275416741664e-27
"Lrrfip2",207.746965725645,1.40271170970947,0.126359352718267,11.1009725796632,1.24086163890824e-28,5.81142897009389e-27
"Ero1a",71.1839324451344,3.21688480760217,0.291137506211539,11.0493658115791,2.20768914414407e-28,1.03093948870728e-26
"Trim56",157.305922616098,-1.38517691072126,0.125426126284617,-11.043766970671,2.34971290886707e-28,1.09408081646495e-26
"Ptpre",188.894169636461,1.93431879730878,0.175188387222983,11.0413642591889,2.41340692026938e-28,1.1204904267979e-26
"Atp5me",727.451940493379,-1.0289191831205,0.0932381448695277,-11.0353888374797,2.57933381428342e-28,1.19407545800141e-26
"Mirt1",54.7808057312076,-2.86652481805818,0.259874816564755,-11.0304063162038,2.72630516841662e-28,1.25848753521392e-26
"Atad3a",219.350478821653,-1.03728434496541,0.0942128666702212,-11.010007248758,3.41976206387184e-28,1.57407042389792e-26
"Ifi211",78.967910283516,-4.65819495366868,0.423496871036805,-10.9993609687469,3.848494381732e-28,1.76634896423265e-26
"Herc3",56.7786792018104,-2.18310877066695,0.198749005928477,-10.9842500115577,4.55001979403912e-28,2.08237942938588e-26
"Ptpro",33.5684679352949,-3.72360389270697,0.339019003135732,-10.9834665852526,4.58966398664455e-28,2.09455574663233e-26
"Pygl",293.373434240612,2.6440294252882,0.24083468341436,10.9786073492542,4.84332624344671e-28,2.20405645254187e-26
