gene_name	Caco2	HCT115	HCT16	SFM	SW1417	SW403	SW480	SW620
HEPN1	0.0	0.206	0.0	0.0	0.082	0.095	0.0	0.091
TAS2R40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Z97987.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPS29P4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OR2A14	0.338	0.0	0.267	0.0	0.0	0.0	0.0	0.0
AC009656.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046
MIR1180	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MTND1P29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AF064858.3	0.0	0.0	0.0	0.0	0.195	0.067	0.0	0.0
AC011995.2	0.0	0.0	0.133	0.0	0.0	0.0	0.0	0.0
FP236240.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RF02175	0.0	0.0	0.0	0.0	0.0	0.135	0.0	0.0
SFTPD	0.247	0.0	0.286	0.0	0.0	0.0	0.0	0.0
AC078993.1	0.0	0.0	0.407	0.0	0.0	0.0	0.25	0.0
DYDC2	3.64	5.87	4.6	4.422	4.887	3.352	11.768	1.843
YWHAQP6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPS4XP20	0.0	0.091	0.0	0.0	0.24	0.0	0.0	0.0
USP19	239.645	208.765	176.339	241.768	226.865	201.725	201.576	252.537
AC021146.6	0.0	0.275	0.0	0.0	0.0	0.0	0.0	0.0
AC005823.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL390061.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AGAP4	4.157	6.106	5.027	6.428	4.654	5.023	5.456	8.039
AC092546.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CKAP2	115.343	156.383	67.006	107.892	109.969	150.353	164.87	165.833
OLR1	174.86	75.199	182.929	89.258	115.557	748.798	316.452	461.601
RPSAP27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VPS36	89.528	134.725	89.147	114.263	97.151	90.868	81.822	106.643
DYNLT1	155.055	142.745	183.593	117.6	211.945	140.948	118.244	108.749
RNASEH2B	36.918	61.145	37.844	60.48	52.414	31.563	28.93	37.133
TIAM2	68.087	54.545	103.187	82.305	68.062	130.903	82.328	91.05
LINC02124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LHFPL2	31.96	42.915	32.51	47.69	32.597	27.983	20.954	33.289
AC027682.2	0.0	0.108	0.0	0.0	0.0	0.0	0.0	0.0
SSBP2	93.908	154.92	25.911	108.162	76.534	46.993	62.932	88.123
LCT	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0
HAPLN1	0.0	0.348	0.216	0.285	0.22	0.602	0.986	0.076
AC084782.1	0.0	0.089	0.133	0.0	0.624	0.68	0.0	0.0
AC109449.1	0.96	0.108	0.514	2.873	1.483	3.46	1.666	4.483
AK3P4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HIST1H2AB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC124068.1	0.453	0.116	0.996	0.293	0.251	3.205	0.24	1.383
REPIN1	79.707	109.789	72.363	85.23	71.819	88.775	86.358	91.65
HEPH	0.338	0.091	0.191	0.31	0.18	0.0	0.0	0.0
FTLP4	0.0	0.0	0.304	0.0	0.0	0.0	0.0	0.0
ARPC3P5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MRPL23	12.593	10.446	5.611	8.837	12.47	14.152	10.352	10.371
ATP5PBP4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL23AP29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR6769B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF891	31.433	33.568	39.479	54.587	33.328	40.29	51.902	30.564
AC084783.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC026111.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL3P13	0.0	0.074	0.0	0.0	0.08	0.0	0.0	0.0
AC016705.1	0.205	0.074	0.0	0.0	0.09	0.0	0.0	0.0
NOP14-AS1	8.832	13.634	13.6	21.252	8.725	6.267	14.372	7.869
HIGD1AP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC097487.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ELP1	28.072	42.51	22.12	27.458	26.972	22.865	41.978	34.249
AL135926.1	0.205	0.239	0.0	0.0	0.0	0.207	0.0	0.0
AC097716.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC106897.1	0.0	0.0	0.363	0.0	0.0	0.095	0.0	0.0
LINC02457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004858.1	0.0	0.044	0.349	0.285	0.08	0.067	0.0	0.607
LINC01195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC093797.1	0.0	0.0	0.133	0.0	0.485	0.0	0.0	0.0
RAB1C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GTF3C1	47.023	49.037	38.163	46.338	40.738	47.238	58.12	46.967
RN7SKP127	0.342	2.614	1.28	0.078	1.418	3.003	1.506	3.023
AL358075.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DNAJC10	17.23	26.595	35.829	41.96	22.561	19.482	27.318	16.104
LINC00702	0.362	0.348	0.153	0.0	0.17	0.0	0.68	0.046
UBE2V1P8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL4R	326.343	296.065	189.806	213.427	309.318	662.287	485.05	434.863
FP325330.3	0.938	0.329	0.286	0.0	0.433	0.067	1.044	0.453
AC009118.1	0.902	1.729	3.186	2.775	1.747	0.497	1.656	1.3
LINC01311	0.0	1.027	2.529	3.193	0.08	0.267	0.18	1.379
AL135925.1	1.197	1.384	0.764	1.232	0.985	2.227	0.25	0.15
RTF2	396.403	393.392	310.521	363.883	357.844	312.77	308.556	356.169
RN7SKP202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DCLK1	1.495	0.374	0.533	1.07	1.631	0.162	12.676	1.006
AL353708.2	0.0	0.0	0.0	0.0	0.195	0.0	0.0	0.0
ESPNL	0.0	0.0	0.0	0.0	0.195	0.067	0.084	0.0
AC113385.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RF01984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR6124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC012645.4	4.52	4.792	5.0	6.18	5.19	8.66	6.698	5.423
TRPM8	3.715	3.159	5.413	3.735	2.688	5.262	4.806	3.576
AP001160.2	0.798	0.536	0.216	0.857	0.0	0.472	1.046	0.676
HES6	80.68	81.825	50.457	62.728	75.188	118.327	73.75	119.947
AC008655.1	0.0	0.108	0.0	0.0	0.058	0.067	0.77	0.0
HIST1H3I	0.0	0.135	0.153	1.467	0.0	0.0	0.24	0.0
TSSK4	0.0	0.091	0.799	0.3	0.213	2.638	2.276	0.0
DPRXP7	0.0	0.0	0.133	0.0	0.0	0.0	0.0	0.0
SQSTM1P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC091805.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL109809.4	4.473	8.29	5.647	13.262	4.516	11.033	19.234	5.016
AC138894.1	0.0	0.118	0.0	0.0	0.09	0.0	0.084	0.091
SLC22A10	0.362	0.218	0.0	0.0	0.162	0.067	0.0	0.0
AL357094.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PTGES3P2	0.0	0.0	0.0	0.0	0.0	0.0	0.722	0.0
AL121949.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HIST1H2BPS2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL355864.1	0.578	0.321	0.181	2.597	0.0	0.435	0.18	0.8
PVR	0.527	1.098	12.691	0.233	0.735	4.505	0.502	3.926
FMO1	0.0	0.165	0.0	0.0	0.082	0.135	0.0	0.0
PATE2	10.19	6.816	8.043	6.372	8.516	11.27	9.86	9.204
PET100	478.182	332.051	211.581	247.587	345.066	389.745	293.004	405.75
AL354676.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARID5A	192.28	135.83	217.761	97.697	239.759	240.18	192.522	218.483
AL671883.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
POLD2P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RAB5CP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC026310.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HTR7	0.0	0.735	5.199	0.078	0.71	1.687	1.848	0.234
AC093915.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PPIAP68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNU6-233P	6.33	5.091	6.363	7.52	4.04	5.747	3.808	2.381
RN7SKP121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPP30	13.035	14.437	7.51	10.288	8.614	10.442	16.284	10.719
ELOA3C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TNRC6B	281.045	415.964	446.913	574.387	397.23	313.518	574.214	409.419
KIAA1328	25.035	32.851	34.384	35.267	32.14	24.803	40.792	24.641
GRAP2	10.193	10.195	13.094	10.563	14.786	11.333	21.058	9.706
FOXRED2	14.767	15.821	10.78	21.825	16.818	9.277	13.28	13.76
EIF3D	264.403	251.422	245.173	235.813	265.226	237.467	253.59	271.417
AL161912.4	0.123	0.091	0.133	0.293	0.561	0.067	0.6	0.121
AL078621.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SGSM3	5.113	8.327	8.514	4.065	4.472	3.545	2.906	4.934
AC062004.1	0.0	0.091	0.0	0.0	0.165	0.0	0.0	0.0
RF00066	0.113	0.151	0.357	0.333	0.0	0.0	0.166	0.196
AC069545.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GRK2	3094.018	2691.028	2104.626	1750.937	2723.581	2569.735	2430.288	2849.411
PAGE2B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL36AP33	0.0	0.0	0.0	0.0	0.132	0.0	0.0	0.0
FAM21EP	0.0	0.826	0.789	0.0	0.529	0.0	0.0	0.0
AC107214.1	0.993	0.29	0.314	0.448	0.586	0.57	0.084	1.136
POLR3KP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FCGR3A	40.863	18.418	20.891	19.927	35.956	244.235	73.926	151.554
BCL7A	0.482	3.126	6.191	0.372	5.482	15.67	21.788	7.503
AC005297.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC008073.2	0.0	0.18	0.0	0.0	0.0	0.133	0.084	0.0
METTL11B	0.0	0.0	0.0	0.0	0.0	0.067	0.0	0.0
AL354892.2	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0
RPL27AP5	0.0	0.0	0.133	0.0	0.09	0.0	0.0	0.046
OLFML3	4.37	0.976	10.891	5.897	3.132	3.163	2.872	0.87
ERBIN	211.29	235.231	385.59	267.498	321.125	284.875	328.906	258.601
AGMAT	3.025	6.751	7.426	7.753	4.441	6.217	11.342	4.474
PCDHB2	0.478	0.828	1.496	0.488	0.744	0.603	0.084	0.699
IL10RB-DT	30.775	29.026	28.456	24.972	27.521	43.477	21.104	43.41
ENTPD3-AS1	4.433	5.401	4.519	6.935	3.367	2.908	5.038	2.326
AL669970.1	0.0	0.072	0.0	0.0	0.0	0.0	0.166	0.0
COX5BP8	0.0	0.0	0.267	0.0	0.0	0.0	0.18	0.0
UBE2E1-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR4668	0.0	0.0	0.0	0.0	0.082	0.0	0.0	0.0
AL109924.1	0.0	0.29	0.0	0.0	0.32	0.0	0.0	0.0
2-Mar	184.45	203.63	183.629	145.53	92.737	278.472	93.292	151.081
HNRNPM	378.108	440.619	844.057	434.072	355.673	503.578	504.704	428.059
RTEL1-TNFRSF6B	0.0	0.0	0.0	1.038	0.0	0.0	0.0	0.0
MIR3617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TXLNG	21.893	21.06	24.984	15.347	23.474	33.702	47.978	17.427
MIR5693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RN7SL574P	10.417	13.815	2.429	11.075	13.036	6.43	7.648	17.433
AC005552.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PPEF1	0.233	0.265	0.49	0.682	0.195	0.268	0.92	0.0
AL023284.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EEF1GP6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RF00560	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNU6-460P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALOX12P2	3.61	2.161	0.133	0.88	1.416	0.2	0.0	0.151
SNORA12	0.357	0.64	1.417	3.27	0.724	0.255	1.082	0.644
RNU6-952P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNU6-1158P	0.0	0.0	0.0	0.155	0.0	0.0	0.0	0.046
RNU6-754P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC007274.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RN7SL703P	0.123	0.0	0.133	0.0	0.08	0.133	0.0	0.0
AC016716.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KCNJ1	0.0	0.108	0.267	0.0	0.082	0.0	0.336	0.0
RPSAP51	0.113	0.108	0.286	0.0	0.08	0.0	0.166	0.046
AC105020.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CELF6	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0
FLI1	104.68	114.009	87.25	155.123	95.504	126.333	84.364	89.919
ABHD17B	74.9	71.639	48.964	61.345	105.899	72.517	53.824	71.969
AC106886.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADPGK-AS1	4.48	5.516	24.873	9.292	9.231	3.49	10.094	12.996
CCDC33	0.0	0.184	0.0	0.0	0.246	0.475	1.76	0.424
AC140479.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02616	0.0	0.275	1.999	0.0	0.082	0.0	0.0	0.0
AC027228.2	0.227	0.53	0.0	0.293	0.082	0.0	0.18	0.074
TOMM20P2	0.0	0.178	1.604	0.155	0.94	0.133	1.036	0.091
KRT18P18	0.0	0.0	0.0	0.0	0.0	0.095	0.084	0.0
AC009127.1	0.75	0.765	0.181	0.627	0.227	0.133	0.0	0.0
IQCE	26.352	29.091	9.267	21.11	12.962	26.655	21.654	23.679
ANKRD7	0.0	0.264	0.4	0.0	0.0	0.535	0.0	0.0
MIR5002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HNRNPMP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VIPR2	0.362	0.37	0.0	0.0	0.218	0.0	0.346	0.046
AP001350.1	0.318	0.271	0.133	0.872	2.456	0.095	0.482	0.903
AL358933.1	0.602	0.215	0.133	1.163	0.0	0.067	1.03	0.113
TLK1P1	0.24	0.091	0.0	0.0	0.082	0.0	0.18	0.0
BIN2P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RAD1P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL355314.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
POLR2J2	2.982	2.788	1.076	3.64	2.997	0.975	1.344	1.761
MTCO3P40	0.0	0.0	0.0	0.293	0.082	0.0	0.18	0.0
AL451042.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL160408.1	0.0	0.829	0.0	0.0	0.0	0.0	0.0	0.0
DNAJA1P6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL512882.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TBCAP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL390729.2	0.0	0.0	0.0	0.0	0.058	0.0	0.0	0.0
AL031313.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PTENP1-AS	0.0	0.276	0.0	0.0	0.0	0.948	0.084	0.151
AC244035.1	0.362	0.0	0.533	0.0	0.0	0.0	0.5	0.0
ZNF500	26.115	27.452	17.983	32.227	19.419	20.13	23.504	28.526
CRISPLD2	5.577	6.56	8.747	14.59	8.275	12.68	10.384	7.166
TSC2	105.548	118.535	99.787	148.08	101.199	90.218	123.498	127.889
USP10	72.083	101.019	122.631	130.285	73.956	101.112	120.268	78.71
PDGFRB	0.577	0.0	2.877	0.0	0.336	4.217	6.566	1.317
CDX1	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0
PACERR	0.617	0.414	0.0	0.52	0.0	0.2	0.834	0.046
TARID	0.685	1.235	0.581	1.975	1.601	0.497	0.782	1.913
SLC35F2	1.928	1.191	6.716	0.603	1.244	4.34	3.876	0.71
AL691442.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CFAP221	3.945	3.575	9.92	3.792	3.8	5.15	7.254	4.296
ZNF345	22.017	18.303	14.751	18.872	15.568	12.588	14.09	19.246
NOSTRIN	1.305	3.021	2.747	4.975	3.188	1.878	3.19	1.977
SPATA18	0.482	0.715	0.0	0.285	0.0	0.0	0.36	0.0
OR6Q1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNF14	59.263	54.234	61.57	69.302	47.619	60.763	55.682	78.056
DNASE1L1	92.253	101.273	57.09	72.448	60.17	71.155	50.428	121.741
AL590128.1	0.0	0.218	0.133	0.0	0.082	0.0	0.0	0.0
AC135178.3	0.0	0.368	0.42	0.145	0.739	0.472	0.0	0.046
RNU6-908P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLHL42	13.525	19.326	16.51	30.287	11.923	8.077	30.3	11.539
AC005178.1	0.0	0.0	0.0	0.0	0.0	0.268	0.0	0.0
BCCIP	39.433	43.631	42.539	41.557	31.808	52.742	53.68	46.986
AC010928.1	0.12	0.0	0.153	0.078	0.0	0.0	0.0	0.0
AC011447.3	11.32	11.435	13.189	12.253	10.011	8.898	14.516	12.187
AC104109.1	0.0	0.0	0.0	0.0	0.0	0.067	0.0	0.0
HMGN1P7	0.12	0.044	0.0	0.293	0.0	0.0	0.18	0.0
AC073610.1	5.065	2.808	2.94	1.822	6.371	9.04	10.146	5.999
AC020931.1	0.0	0.0	0.4	0.233	0.0	0.0	0.0	0.074
AF038458.2	0.12	0.0	0.0	0.0	0.0	0.067	0.0	0.0
AC006504.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC092266.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC007848.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BORCS8-MEF2B	0.0	0.0	0.0	0.0	0.0	0.207	0.0	0.0
DAZAP2	2510.305	2285.556	1645.41	1935.322	2269.024	1614.707	1681.926	2103.557
PLGLB1	0.0	0.514	0.096	0.465	0.335	1.375	0.24	0.501
CCBE1	41.512	35.982	43.966	62.345	44.469	45.638	48.316	43.17
SLC20A2	13.407	11.098	27.044	20.417	15.53	27.3	8.614	15.911
UNC13D	622.048	614.625	373.474	409.255	518.669	565.243	473.448	702.736
TMF1P1	0.362	0.546	0.0	0.0	0.165	0.0	0.0	0.0
AC087500.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC108729.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC104770.1	0.0	0.826	0.0	0.372	0.298	0.0	1.082	0.113
AC105094.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC016493.1	0.0	0.362	0.0	0.155	0.246	0.0	0.0	0.0
FSIP1	0.24	0.675	0.133	0.233	1.216	0.67	1.028	0.524
AC092447.4	0.0	0.184	0.0	0.0	0.0	0.0	0.0	0.0
AP001357.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NUTM2B-AS1	81.557	76.76	106.286	138.258	105.074	116.187	84.364	88.326
AL390119.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL663058.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005559.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006548.1	0.0	0.072	0.0	0.0	0.0	0.0	0.0	0.0
RPL22P4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPS6P14	0.0	0.0	0.0	0.0	0.165	0.0	0.0	0.0
TCF21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003400.3	0.0	0.275	0.0	0.0	0.0	0.0	0.0	0.0
AC087393.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTGF	0.0	0.18	0.0	0.0	0.434	0.2	0.0	0.137
KRT18P26	0.0	0.0	0.714	0.773	0.17	0.067	0.0	0.074
ARG1	13.95	9.597	12.687	53.518	9.816	12.73	15.228	13.659
RPS21P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MTCYBP32	0.0	0.0	0.153	0.0	0.0	0.0	0.0	0.0
AC140481.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL356259.1	8.312	9.02	6.62	12.453	7.725	9.698	8.68	8.837
AP001178.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DLGAP1-AS3	0.0	0.091	0.0	0.0	0.0	0.472	0.0	0.0
LINC00399	0.0	0.0	0.216	0.0	0.138	0.0	0.0	0.0
LSM14B	104.767	101.421	65.621	81.003	80.991	85.228	58.768	89.573
LINC00266-1	0.462	0.166	0.216	0.0	0.335	0.067	0.78	0.241
CDH22	0.0	1.128	0.0	0.0	0.132	0.0	0.482	0.324
FBN2	0.0	1.359	0.357	0.603	1.366	0.535	1.082	0.0
SPINT4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD40LG	0.237	1.942	0.501	3.163	0.581	1.137	0.918	0.43
OR4N5	0.24	2.112	0.0	0.293	0.0	0.067	0.0	0.0
HTATSF1	44.015	61.576	59.31	65.73	49.352	37.053	54.35	48.004
SLC39A8	12.035	10.278	13.079	13.145	13.926	8.062	17.382	11.41
VGLL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MTTP	1.083	0.329	0.0	0.078	0.082	0.207	0.0	0.0
AC234778.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SIPA1L3	27.128	27.87	13.006	28.637	21.027	37.747	9.616	24.026
GRIK5	9.478	3.984	6.094	3.485	7.77	13.503	6.386	15.703
ZNF574	79.11	84.95	121.646	108.378	104.008	75.675	98.162	84.053
SPATA31D1	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0
C16orf71	0.0	0.0	0.0	0.0	0.4	0.188	0.0	1.331
AP000439.3	0.0	0.275	0.304	0.0	0.215	0.0	0.0	0.0
SUCLG2-AS1	1.317	0.888	0.267	0.0	2.826	0.0	0.36	0.046
PRICKLE3	2.795	3.421	3.584	5.292	1.615	6.7	4.466	3.44
AL031602.1	0.555	2.579	0.0	0.0	0.366	2.988	0.0	0.991
XRCC4	5.012	6.924	5.284	6.32	5.224	6.263	5.14	5.783
SEPSECS-AS1	64.115	58.371	62.336	64.503	72.418	29.963	95.868	44.039
PACSIN3	2.183	2.095	3.284	1.16	1.558	1.465	2.926	0.517
DDN	1.395	0.35	1.796	1.63	2.152	0.718	2.492	1.246
AC073311.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC020595.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PSMC3	58.177	57.902	50.414	54.548	64.202	53.568	66.488	54.469
RAPSN	15.77	8.461	14.301	7.382	17.336	23.398	5.352	18.607
TTC7B	123.238	189.931	189.341	128.625	114.564	98.268	117.106	136.163
SLC39A13	14.7	10.985	23.254	18.095	17.309	20.798	16.834	20.587
ENTPD1-AS1	7.957	11.987	14.819	20.245	15.575	12.353	13.338	10.8
STEAP4	74.382	116.579	92.52	38.003	80.191	50.483	106.678	40.291
GNAI1	2.153	1.254	4.127	1.623	1.97	3.908	3.734	2.011
PMS2P3	0.0	0.376	0.249	0.588	0.194	0.0	0.434	0.356
FGL2	694.323	401.544	164.771	356.15	2025.946	192.385	220.618	295.973
STYXL1	29.678	37.019	28.753	34.312	21.744	24.922	28.68	31.43
ANGPTL5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NDUFA5P6	0.0	0.091	0.0	0.0	0.0	0.0	0.0	0.0
SPSB3	205.412	167.196	167.827	182.5	163.484	164.157	120.808	180.809
TTTY8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PPIB	369.647	332.132	376.581	328.312	393.204	356.29	253.058	384.723
CIAO2A	328.25	288.018	241.116	232.567	392.48	400.788	259.912	354.436
LDHC	0.24	0.625	0.0	0.92	0.494	1.758	1.418	0.947
MEIOB	0.0	0.256	0.267	0.0	0.0	0.067	0.0	0.0
DNAH1	1.033	2.29	0.277	2.435	1.794	1.402	1.416	2.103
AC090398.1	0.0	0.135	0.803	0.078	0.08	0.133	0.0	0.367
AC074050.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC104233.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC011773.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C2orf27B	0.34	0.609	1.051	1.242	0.275	0.743	0.754	0.569
MIR3179-3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TNFRSF4	1.207	3.392	2.26	0.0	3.225	0.937	3.61	2.309
IGHVII-33-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC015522.1	0.113	1.474	1.716	0.722	1.509	0.613	6.608	2.494
AC068880.3	0.0	0.091	0.0	0.0	0.0	0.0	0.0	0.0
RPL7AP33	0.0	0.0	0.401	0.0	0.0	0.0	0.0	0.0
AC100797.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NPIPB11	0.12	0.0	0.216	0.363	0.285	0.0	0.0	0.579
AC009686.1	0.0	0.0	0.0	0.078	0.0	0.0	0.0	0.0
AC022034.3	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0
AL355834.1	2.337	0.604	0.0	1.213	1.198	0.408	0.18	0.0
TPRX2P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC011471.3	0.115	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL445363.1	0.0	0.161	0.0	0.078	0.0	0.23	0.0	0.0
AC243965.1	1.013	0.532	0.0	0.572	0.0	0.067	0.482	0.0
DOCK11P1	0.0	0.275	1.203	0.0	0.32	0.095	1.264	0.0
AL355075.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MGAT4A	244.782	237.364	212.363	204.177	215.237	340.883	249.09	308.48
AL358333.3	12.108	2.094	8.471	1.43	0.459	18.263	1.394	4.4
PPP4R4	1.047	1.024	2.197	0.775	1.446	0.335	0.708	0.447
TGFB3	0.123	0.684	0.0	0.587	0.082	0.0	0.792	0.046
RNU6-62P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNU6-1337P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RF00322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
