"","T_PCD11_LMoDC_1","T_PCD11_LMoDC_2","T_PCD11_LMoDC_3","T_PCD11_LMoDC_4","T_PCD11_LCD11_1","T_PCD11_LCD11_2","T_PCD11_LCD11_3","T_PCD11_LCD11_4","T_PimedMoDC_1","T_PimedMoDC_2","T_PimedMoDC_3","T_PimedMoDC_4","T_PimedCD11c_1","T_PimedCD11c_2","T_PimedCD11c_3","T_PimedCD11c_4"
"1700037C06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700037C18Rik",12,11,5,9,14,12,15,9,19,32,25,28,11,18,17,9
"1700037F03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700039E22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700039I01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700039M10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700039M15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700040D17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1700040E09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700040F15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700040F17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700040K01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700040L08Rik",0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
"1700041B01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700041C23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700041G16Rik",1,3,1,1,0,0,0,1,3,7,4,4,6,2,1,2
"1700041I07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700041M05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700041M19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700042D02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700042G15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700042O05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700042O10Rik",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"1700044C05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700044K03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700045H11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700045I11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700046C09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700047A11Rik",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1700047E10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700047F07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700047G03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700047G07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700047K16Rik",3,0,2,0,3,0,0,2,2,1,3,4,2,3,1,0
"1700047L14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700047M11Rik",1,0,0,0,3,1,2,1,2,5,6,2,1,5,1,1
"1700047N06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700047O18Rik",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"1700048F04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700048M11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700048O14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700048O20Rik",4,2,1,4,10,2,5,10,6,13,11,19,8,8,6,11
"1700048P04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700049E15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700049E17Rik1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700049E17Rik2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700049E22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700049L16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700051A21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700051K13Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700051O22Rik",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"1700052H01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700052I22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700052K11Rik",2,0,2,3,0,6,3,2,5,3,4,4,4,2,0,1
"1700054A03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700054K02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700054K19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700054M17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700054O05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700054O19Rik",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"1700055C04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700055D18Rik",3,0,1,0,1,0,0,0,1,3,2,2,2,1,3,0
"1700056E22Rik",4,2,1,0,9,2,5,2,11,15,13,27,11,4,9,7
"1700056N10Rik",12,6,4,2,16,9,10,6,17,26,20,22,9,15,11,17
"1700057G04Rik",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"1700057H15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700057H21Rik",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1700058P15Rik",0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0
"1700060C16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700060C20Rik",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700060J05Rik",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1700060O08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700061A03Rik",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"1700061E17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700061E18Rik",0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
"1700061F12Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700061H18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700061I17Rik",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1700061J23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700061N14Rik",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1700062C10Rik",2,1,1,2,4,2,3,0,9,14,9,16,1,4,5,2
"1700063A18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700063D05Rik",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1700063H04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700063H06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700063I16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700063J08Rik",10,6,1,2,15,14,12,12,10,15,14,13,12,11,6,15
"1700063K16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700063O14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700064H15Rik",0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0
"1700064J06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700064M15Rik",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"1700065D16Rik",1,1,0,0,1,1,0,2,1,2,1,6,1,0,2,2
"1700065I16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700065J11Rik",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700065J18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700065L07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700065O20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700066B17Rik",0,0,0,0,0,0,0,1,1,2,4,1,1,0,0,2
"1700066C05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700066J03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700066M21Rik",2,2,3,3,3,8,4,4,3,10,12,8,3,10,13,1
"1700066N21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700066O22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700067G17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700067K01Rik",2,0,4,0,0,4,0,3,2,2,1,2,4,3,1,2
"1700067P10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700069B07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700069L16Rik",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"1700069P05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700071G01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700071K01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700071M16Rik",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
"1700072B07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700072G22Rik",0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0
"1700072O05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700073E17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700074A21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700074H08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700080C20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700080N15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700081B01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700081H04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700081N11Rik",1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0
"1700082M22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700083H02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700084C06Rik",0,3,1,1,1,1,4,1,0,2,1,1,0,0,3,0
"1700084D21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700084E18Rik",2,2,2,3,5,6,4,5,4,2,6,4,0,4,7,0
"1700084F23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700084J12Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700084M14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700085C21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700085D07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700086D15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700086L19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700086O06Rik",8,2,3,2,3,8,3,4,4,7,8,5,2,9,8,6
"1700086P04Rik",1,0,0,0,1,2,0,2,2,1,1,1,0,1,1,0
"1700087I21Rik",0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0
"1700087M22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700088E04Rik",0,0,1,1,1,1,1,1,1,1,0,0,2,1,0,0
"1700091H14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700092C02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700092C10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700092C17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700092E16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700092E19Rik",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1700092K14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700093J21Rik",0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0
"1700093K21Rik",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1700093P08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700094J05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700094M23Rik",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1700094M24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700095A13Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700095A21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700095B10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700095J03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700095J07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700095J12Rik",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700095K22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700096J18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700096K18Rik",9,1,2,8,26,18,12,7,25,28,12,20,8,17,19,15
"1700097M23Rik",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"1700097N02Rik",2,3,1,4,11,7,6,7,3,1,8,7,5,10,12,10
"1700099I09Rik",0,1,0,0,1,2,0,0,0,1,0,1,0,2,0,0
"1700100I10Rik",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1700100L14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700101I11Rik",0,0,0,0,3,4,2,0,0,0,0,0,0,0,0,0
"1700101I19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700101O22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700102F20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700102H20Rik",3,0,0,1,2,1,6,1,0,5,4,2,4,5,2,1
"1700102P08Rik",1,3,2,3,1,2,4,5,4,6,11,6,5,5,4,4
"1700104B16Rik",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"1700104L18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700105G05Rik",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1700105P06Rik",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1700106O07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700108F19Rik",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1700108J01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700108N06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700108N11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700109G14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700109G15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700109H08Rik",8,7,6,5,14,12,8,7,8,17,13,16,8,11,10,11
"1700109I08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700109K24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700110C19Rik",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700110I01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700110I07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700110K17Rik",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
"1700111E14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700111N16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700112D23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700112H15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700112J05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700112J16Rik",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1700112K13Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700112L15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700112M02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700113A16Rik",1,0,3,3,10,6,8,7,3,2,7,7,7,10,3,5
"1700113B09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700113B19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700113H08Rik",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"1700116B05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700116H05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700119H24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700119I11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700120B22Rik",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1700120C14Rik",3,3,0,1,8,2,7,13,5,10,18,11,8,7,3,4
"1700120C18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700120E14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700120G07Rik",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1700120G11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700120K04Rik",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1700120O09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700121C08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700121L03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700121L16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700121N20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700122C19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700122D07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700122E12Rik",2,3,0,0,3,0,0,3,1,0,1,3,0,1,0,0
"1700122H20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700122O11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700123J17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700123K08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700123M08Rik",1,1,0,0,0,1,0,2,2,5,2,4,1,0,0,0
"1700123O12Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700123O20Rik",104,58,50,67,108,202,133,149,119,178,179,140,105,171,171,116
"1700123O21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700124L16Rik",4,1,1,6,4,4,6,5,5,2,2,4,3,5,2,6
"1700124M09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700125G02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700125G22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700125H03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700126A01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700126G02Rik",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1700126H18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700127F24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700128A07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700128E19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700128F08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700128I11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700129C05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700129L04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810006J02Rik",0,1,2,1,0,0,0,0,2,1,2,3,2,4,2,1
"1810007C17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810007D17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810008B01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810008I18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1810009A15Rik",0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,2
"1810009J06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810010H24Rik",1,0,3,1,2,3,1,2,2,4,3,6,1,4,3,0
"1810010K12Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810012K08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810012K16Rik",0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
"1810013D15Rik",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1810014B01Rik",11,3,2,6,19,8,17,10,14,23,20,30,19,16,30,11
"1810014P07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810017P11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810018F18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810019D21Rik",0,0,0,0,2,0,0,0,0,1,4,2,1,0,1,1
"1810019N24Rik",0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"1810021B22Rik",3,0,2,3,6,2,2,1,8,10,8,9,3,11,10,8
"1810024B03Rik",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"1810028F09Rik",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1810030O07Rik",52,15,24,31,75,67,52,60,62,108,105,131,53,93,88,45
"1810034E14Rik",5,4,0,3,4,3,5,2,10,18,14,15,6,10,5,9
"1810035K13Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810037I17Rik",514,201,177,266,1061,931,773,757,602,1257,1145,1167,464,923,804,488
"1810041H14Rik",1,0,1,2,0,0,2,2,6,7,7,9,5,4,2,1
"1810044D09Rik",6,2,7,4,8,8,4,6,6,8,19,18,8,5,14,6
"1810044K17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810049I09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810049J17Rik",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1810053B23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810055G02Rik",22,14,7,14,26,31,28,19,18,30,42,45,22,41,35,24
"1810058N15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810059C17Rik",1,0,0,0,2,1,1,0,0,1,0,0,0,0,1,0
"1810059H22Rik",2,0,0,0,2,4,0,1,2,8,7,0,2,3,3,1
"1810062G17Rik",0,0,0,2,0,2,0,0,2,4,7,4,1,1,1,0
"1810062O18Rik",1,2,0,1,4,4,4,4,10,10,5,12,6,9,14,3
"1810063I02Rik",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1810064F22Rik",0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
"1810065E05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810073O08Rik",2,0,1,0,1,1,2,2,3,5,3,4,2,1,0,2
"2010001A14Rik",4,3,1,3,1,3,4,2,2,8,11,9,2,9,2,1
"2010001K21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010001M07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010003K11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010007H06Rik",59,32,19,41,35,21,23,48,27,40,32,48,22,27,17,38
"2010008C14Rik",2,1,1,0,2,0,2,4,2,10,6,11,2,5,9,2
"2010009K17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010010A06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010013B24Rik",0,0,0,0,0,0,0,0,2,2,6,3,0,0,0,0
"2010016I18Rik",3,0,0,3,7,8,9,5,0,3,5,5,0,2,6,1
"2010103J01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010106C02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010106E10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010106G04Rik",0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0
"2010109A12Rik",1,2,1,1,4,5,4,3,5,9,7,9,3,3,8,4
"2010109P13Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010110E17Rik",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2010110G14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010110K18Rik",4,1,4,1,5,3,4,3,2,5,5,9,6,13,5,4
"2010203P06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010204K13Rik",0,2,0,3,0,7,5,9,7,13,12,11,7,7,9,6
"2010308F09Rik",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
"2010309G21Rik",1,0,0,0,0,1,0,0,2,8,3,2,0,0,0,1
"2010310C07Rik",0,0,0,0,0,0,0,1,1,2,1,0,0,1,0,0
"2010315B03Rik",3,4,4,4,7,16,15,13,32,56,46,61,18,15,33,20
"2010320M18Rik",11,8,14,10,32,27,21,20,10,31,39,51,14,23,28,25
"2010320O07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2200002A13Rik",0,1,0,0,0,0,0,0,3,3,3,5,1,2,4,1
"2200002D01Rik",13,5,1,2,5,11,9,4,20,40,38,39,5,13,17,7
"2200002J24Rik",0,0,0,0,0,1,0,0,1,0,0,4,0,1,2,1
"2200007N16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2210009P08Rik",0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0
"2210011K15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210016L21Rik",35,17,22,23,45,42,35,52,28,34,37,50,23,30,26,37
"2210017I01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210020O09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210022D18Rik",2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
"2210039B01Rik",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2210404E10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210406H18Rik",12,7,5,3,12,28,18,9,5,13,9,7,4,21,11,7
